,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
126437,Talodin @ CotA #USGP 🏎️🏁,Texas,Texas transplant. ホモ達だ. Always looking out for dank memes.,2011-09-21 18:05:04,328.0,1064,51378,FALSE,2021-10-22 21:12:12,Footage from Big Red during Practice 1 earlier today #USGP #F1 https://t.co/H3RXIU78dM,"['USGP', 'F1']",Twitter for iPhone,FALSE
428029,Joshuã,,Closer to 30 than I’d like. Vinyl Connoisseur. Shit tweeter.,2014-05-06 14:29:59,802.0,718.0,45342.0,FALSE,2021-12-05 19:39:02,Some season this has been #F1,['F1'],Twitter for iPhone,FALSE
70870,Grand Prix 247,,"Daily Formula 1 news, features, interviews, race reports, results and great pictures. An alternative source for discerning fans!",2009-07-07 11:43:46,3426.0,972,5301,FALSE,2021-08-17 19:39:26,Binotto: Two F1 seasons will be important for Mick | GRAND PRIX 247 https://t.co/fconM4qQxb Method to the madness? @SchumacherMick @ScuderiaFerrari #F1 #MickSchumacher,"['F1', 'MickSchumacher']",Twitter Web App,FALSE
1973,Nick DeGroot,"New York, USA",† | Editor @Motorsport.com | I probably iRace too much,2011-08-27 17:12:34,6627.0,3254,46912,TRUE,2021-08-01 20:09:39,"NEWS: Sebastian Vettel has been disqualified from the #HungarianGP, losing his second-place finish for for not having enough fuel left in his car. https://t.co/SHgSNfeZKz #F1","['HungarianGP', 'F1']",Twitter Web App,FALSE
356106,Ankur Pramod,India,Indian. Football Pundit. Tennis Analyst. Formula One Enthusiast. Cricket Crazy. Sports Freak. YNWA.,2011-09-08 17:22:25,225.0,1015.0,4901.0,FALSE,2021-12-12 14:04:46,I might actually still get the last lap excitement that I was hoping for. #F1 #AbuDhabiGP,"['F1', 'AbuDhabiGP']",Twitter Web App,FALSE
453769,MCAT TV,,Come on,2021-04-29 19:28:13,214.0,86.0,442.0,FALSE,2021-12-05 17:50:41,"Formula 1 Streaming 

F1 live stream 
F1 Live Streaming 
Saudi Arabia Race 

:
:.....
:

WATCH LIVE via @BrickGoals
WATCH LIVE via @BrickGoals

#F1 #SaudiArabiaGP #Formula1","['F1', 'SaudiArabiaGP', 'Formula1']",Twitter for iPhone,FALSE
423211,Qu'est-ce what? // M.K.,,"Theme of my life: entropy and confusion.
She/her. Slavic AF.

Drag arts enthusiast, F1 fan, periodically getting obsessed with random things.",2016-12-14 21:29:46,8.0,68.0,345.0,FALSE,2021-12-05 19:51:04,To quote my fiancé just now: “Is Netflix paying them for this shit or what?!” #F1 #SaudiArabianGP #SaudiArabiaGP,"['F1', 'SaudiArabianGP', 'SaudiArabiaGP']",Twitter for iPhone,FALSE
445417,Autosport Live,,Live motorsport coverage from @autosport's minute-by-minute commentary team.,2009-07-06 22:41:26,82003.0,12.0,1.0,FALSE,2021-12-05 18:26:39,"Perez initially got going again after his hit on the left-rear from Leclerc sent him into the wall with his nose. He was lucky that nobody else hit him square on, but presumably the initial contact with Leclerc created damage too serious to continue. #F1",['F1'],AUTOSPORT,FALSE
300354,Rhys Edwards,"Bridgend, Wales","Not a match, the board goes back… | He/Him | ❤️ @ManUtd, @Cymru, @Packers, @DetroitRedWings, @BVB • @BlackYellow; motor racing, wrasslin, and rawk & roll.",2009-02-11 16:04:55,437.0,4074,4677,FALSE,2021-12-12 19:17:29,"BTW, if I ever question which is the most bumbling clown show of a sporting governing body again, I should be reminded that it always has been, and always will be, the FIA. It's the one constant since I have followed motor racing.
#F1 | #AbuDhabiGP","['F1', 'AbuDhabiGP']",Twitter Web App,FALSE
490885,MightyMax World Champion 2021.🏆,"Voor Max-fans, door Max-fans","Hier blijft u op de hoogte van de Formule 1 en uiteraard onze trots: Max Verstappen! Wij tweetten nieuws, foto's en live-verslagen.#MightyMax  2021.🏆",2016-05-23 10:19:13,6610.0,92.0,48069.0,FALSE,2021-12-13 9:34:20,"First Champions.👑

#MaxVerstappen #F1 #AbuDhabiGP #MightyMax

 https://t.co/nJLlh0FPyL","['MaxVerstappen', 'F1', 'AbuDhabiGP', 'MightyMax']",Twitter for iPhone,FALSE
51693,Fede 🐼,,,2019-10-30 14:17:07,102.0,69,67192,FALSE,2021-07-29 9:40:17,"Lewis today ❤️

#f1 #lgbtq #lewishamilton #teamlh #lh44 #hungariangp #hungary #people #support #love #positivity #loveislove #freedom #rights
https://t.co/1kTUt6onEB","['f1', 'lgbtq', 'lewishamilton', 'teamlh', 'lh44', 'hungariangp', 'hungary', 'people', 'support', 'love', 'positivity', 'loveislove', 'freedom', 'rights']",Twitter for Android,FALSE
456614,Chris 24🏀🐍,"Aurora,Colorado"," Once you know what failure feels like, determination chases success.- Kobe Bryant",2010-07-22 22:57:05,124.0,453.0,1895.0,FALSE,2021-12-05 17:21:09,Now to see @LewisHamilton  win. #F1,['F1'],Twitter for Android,FALSE
511456,Ollie Pattas,The Paddock,"Creating high quality F1 content, providing insight, news, excitement and knowledge.
💥Bringing Formula 1 to life through content
📱All socials in website link",2020-12-15 14:44:37,223.0,172,156,FALSE,2022-01-08 16:12:52,Oscar Piastri says 2022 “won’t be wasted” as he spends 2022 on the sidelines as Alpine reserve driver. Piastri convincingly won the F2 championship in 2021 and just missed out on a drive in F1 for 2022. He intends to make the most of this year to be ready for 2023 #f1 #Motorsport https://t.co/fk0KQCzBXK,"['f1', 'Motorsport']",Twitter for iPhone,FALSE
590323,Zdravko,,"Petrolhead: F1, MotoGP, IndyCar, WTCR, BTCC, LeMans, SuperGT",2012-05-09 22:33:37,14611.0,806,257802,FALSE,2022-07-08 20:23:00,Anthony Davidson 🇬🇧 in his Super Aguri-Honda SA07 at Silverstone. #F1 2007 #BritishGP (Photo: Rob Snell) https://t.co/0hZbUIctY2,"['F1', 'BritishGP']",Twitter Web App,FALSE
486364,Pedro López,,MPSS ⚕️🩺|| #F1 🏎#NFL || Juego #Xbox 🎮🕹 || #NeverGiveUp #GoForEverything,2016-03-11 15:24:05,32.0,528.0,6706.0,FALSE,2021-12-13 17:12:25,"@PatricioOWard @McLarenF1 @F1 @ymcofficial Let’s go 🦆!
Enjoy 🧡🏎 ! #F1 https://t.co/YWxJoX6DqP",['F1'],Twitter for iPhone,FALSE
490234,Simon,The Lake District UK,"Try making something better, every day, oddly, things will actually get better!",2010-12-19 8:37:00,3544.0,3548.0,28222.0,FALSE,2021-12-13 10:34:50,"There is an F1 2021 game update today so make sure you download it to keep your game current.

Patch notes:
1. To allow race control to choose the running order for the final lap.
2. To allow race control to change/amend the sporting regulations during a race as they see fit.
#F1",['F1'],Twitter for iPhone,FALSE
188961,Dani_,"King's Lynn, Norfolk, UK","Mid 30s • They/She • Non Binary • Failed, lazy artist • Chronic Pain • D&D • Anxiety • F1 • Critter • Trekkie • Pro Oxford Comma • I do not identify as 'Y'all'",2009-01-28 23:08:50,478.0,641,38425,FALSE,2021-11-12 23:44:18,"Val, you bitch lol #f1 https://t.co/rGWdoQhYVN",['f1'],Twitter for Android,FALSE
156378,Ivanne Santing,Nederland,"Michael Schumacher: ""I’ve always believed that you should never, ever give up and you should always keep fighting even when there’s only a slightest chance.""",2017-01-17 11:54:55,150.0,352,6825,FALSE,2021-10-24 20:13:54,"this is gonna be a sooo close 

#F1 #USGP #WTF1 #Formula1 https://t.co/1wISo4wSdA","['F1', 'USGP', 'WTF1', 'Formula1']",Twitter for iPhone,FALSE
21837,ivan adanev,"Cheltenham, England",🇧🇬,2019-03-10 0:00:09,22.0,288,2834,FALSE,2021-08-01 13:47:37,This race is now very very interesting #F1,['F1'],Twitter for iPhone,FALSE
295878,Ballast Racing Club 🏎,United Kingdom,The official twitter of Ballast Racing Club. Competing in #F12021 and @iRacing - 📧 ballastracingclub@gmail.com,2021-10-20 7:30:52,14.0,174,28,FALSE,2021-11-20 9:12:24,"🚨RECRUITING🚨

We are looking for:-
• F1 2021 Team Manager
• F1 2021 Drivers 
• F1 2021 Content Creators

All of the above positions will be paid positions within the organisation.

Contact us for more information

#F12021 #F1","['F12021', 'F1']",Twitter for iPhone,FALSE
178284,F1Destinations,Worldwide,Detailed #F1 travel guides for every race on the Formula 1 calendar.,2013-08-02 8:16:55,2277.0,1790,3576,FALSE,2021-11-06 18:30:00,"Sergio Perez is Mexico's most successful F1 driver. His best result at the #MexicoGP is 7th place - will he do even better this weekend?

https://t.co/cuIv2mKOE4 #F1","['MexicoGP', 'F1']",TweetDeck,FALSE
187052,RaceFans,racefans.net/support,"Independent Motorsport Coverage • #F1, #IndyCar, #FE, #F2, #F3 & more • https://t.co/BunjWgn09U",2008-02-12 9:29:07,106162.0,1233,9493,FALSE,2021-11-02 12:59:00,"Although next year's #F1 cars will be 40 kilograms heavier than current machines, lap times are only predicted to rise by 0.5-2 seconds:

https://t.co/2Eiapr4h4h",['F1'],TweetDeck,FALSE
186947,giulyleclerc | 🆑️ fanpage,,NOT IMPERSONATING | On ig since '18 | Here to support Charles always❤ | My translations | He followed 18/8/20 | Spread love not hate🌈 | Backup @lovingleclercTV,2020-08-10 14:17:48,2434.0,398,8997,FALSE,2021-11-02 14:39:11,"These two, fighting like little kids...🧒🏻🤣

📸: @ScuderiaFerrari
@Charles_Leclerc @Carlossainz55 #F1 #USGP https://t.co/jwCj9ZCaMh","['F1', 'USGP']",Twitter for Android,FALSE
